id,loan_status,int_rate,addr_state,num_actv_rev_tl,num_sats,emp_length,funded_amnt,last_pymnt_amnt,annual_inc,avg_cur_bal
2525,Charged Off,14.47,TX,9,16,10,4800,165.16,72000,14907
2526,Fully Paid,11.8,ND,2,6,1,26400,26049.99,80000,11443
2527,Fully Paid,11.8,PA,3,10,1,6800,6860.18,72000,3357
2528,Fully Paid,11.8,MA,6,12,5,15000,15025.47,119070,13016
2529,Fully Paid,10.72,TX,6,10,10,6000,5934.11,116300,23940
2530,Fully Paid,8.81,ND,6,18,6,7000,7108.84,115000,19747
2531,Fully Paid,10.33,IN,1,7,2,1500,1502.58,54000,17384
2532,Charged Off,12.98,IL,4,23,1,3000,101.06,49560,1958
2533,Fully Paid,19.92,CA,10,16,6,30000,19142.82,90000,25541
2534,Fully Paid,12.98,GA,3,7,10,10000,9670.2,60000,6827
2535,Fully Paid,19.92,NC,3,11,1,10000,9968.2,178000,4209
2536,Fully Paid,14.47,LA,6,16,10,15000,15037.26,59800,1469
2537,Fully Paid,8.81,CA,1,9,5,5500,3909.27,54300,28847
2538,Fully Paid,19.92,CA,3,8,3,5725,5854.17,150000,8873
2539,Fully Paid,13.56,TN,3,9,10,15500,15738.62,60000,15235
2540,Fully Paid,10.72,NJ,3,8,5,18000,17376.72,48000,16810
2541,Fully Paid,17.97,CA,3,4,1,4500,4507.41,25000,1689
2542,Fully Paid,18.94,WV,4,14,10,35000,35060.77,85000,19414
2543,Fully Paid,12.98,CA,7,10,6,9000,9019.8,45000,1045
2544,Fully Paid,16.91,IN,6,15,4,3000,39.47,55000,4321
2545,Fully Paid,11.31,FL,5,21,4,4400,4417.97,101000,3544
2546,Charged Off,15.02,NV,8,15,10,12000,285.61,67700,20440
2547,Fully Paid,14.47,CA,8,11,10,30000,30040.52,100000,5650
2548,Fully Paid,26.31,AZ,2,2,4,12000,11862.06,30000,1988
2549,Fully Paid,13.56,CA,10,16,10,12000,6418.44,175000,28443
2550,Charged Off,23.4,CA,10,12,1,10000,389.19,80000,3378
2551,Fully Paid,15.02,NY,9,14,2,14000,14101.33,75000,7868
2552,Charged Off,19.92,CA,3,10,10,10000,371.23,5500,6149
2553,Fully Paid,12.98,FL,2,3,10,36500,36801.59,70000,10827
2554,Fully Paid,23.4,OH,1,6,4,1000,1019.5,22944,6134
2555,Fully Paid,11.8,CA,3,10,10,10000,9677.52,160000,8873
2556,Fully Paid,13.56,IL,1,13,3,13450,13324.75,72000,47851
2557,Fully Paid,12.98,MO,7,10,6,6000,5955.1,24000,1557
2558,Fully Paid,16.91,CA,5,11,10,10500,4.93,80000,21912
2559,Fully Paid,16.91,NC,2,3,10,1000,1001.55,54424,5617
2560,Fully Paid,18.94,IL,5,6,1,1800,1771.02,25000,646
2561,Fully Paid,11.8,KY,0,16,6,27000,1520.14,80000,12423
2562,Fully Paid,27.27,OH,3,7,6,14000,14138.99,21072,2567
2563,Fully Paid,20.89,MO,4,10,6,5000,5039.89,0,19629
2564,Fully Paid,10.72,CA,2,8,1,30000,30029.48,100000,1975
2565,Fully Paid,11.31,TX,6,13,3,16000,277.55,62000,20808
2566,Fully Paid,8.81,CT,4,10,6,10000,10031.81,40000,413
2567,Fully Paid,11.8,AL,6,9,1,8000,7707.88,50000,703
2568,Fully Paid,16.14,OK,4,10,10,30000,30062.93,101000,6556
2569,Fully Paid,10.33,NY,2,9,10,12000,144.83,65000,12779
2570,Charged Off,16.91,CA,5,9,6,15300,545,90000,770
2571,Fully Paid,15.02,VA,4,10,10,24000,23254.08,76400,6097
2572,Fully Paid,8.81,OH,4,9,10,15000,14432.15,30700,3338
2573,Fully Paid,6.46,MI,6,10,6,5000,4790.62,16000,23528
2574,Fully Paid,13.56,CA,2,9,6,20000,19897.01,60000,30579
2575,Fully Paid,14.47,FL,3,5,6,5500,5564.11,23000,4365
2576,Fully Paid,17.97,GA,2,13,10,9000,9156.76,72000,37387
2577,Charged Off,22.35,VA,5,10,2,24000,667.64,58000,1595
2578,Fully Paid,16.91,MN,7,7,10,25000,25038.75,60737,3188
2579,Fully Paid,10.33,CA,2,5,10,6000,3059.42,115000,2054
2580,Fully Paid,10.33,NC,3,12,7,25000,24580.63,125000,26357
2581,Fully Paid,20.89,TX,6,12,6,10000,10242.31,44000,13015
2582,Fully Paid,20.89,IN,7,13,3,35000,35830.56,129500,15010
2583,Fully Paid,14.47,TX,4,6,2,8650,8671.49,72000,20255
2584,Charged Off,17.97,FL,7,10,10,15000,542.07,103000,6075
2585,Fully Paid,7.02,FL,2,4,6,5000,5043.51,62000,3581
2586,Fully Paid,20.89,VA,7,10,10,15000,15371.99,52500,4719
2587,Fully Paid,6.46,MO,9,18,10,13850,13267.76,83000,17147
2588,Fully Paid,14.47,OR,4,10,5,28000,28037.14,51000,4778
2589,Fully Paid,7.56,GA,5,22,10,17000,1804.72,128500,7950
2590,Fully Paid,14.47,NJ,7,12,8,12000,6418.44,72000,47379
2591,Fully Paid,8.19,CO,2,7,10,22000,21130.81,148000,10932
2592,Fully Paid,13.56,NY,6,15,10,20000,20054.09,140000,21816
2593,Fully Paid,10.72,NY,12,15,3,10000,9678.61,82000,28547
2594,Charged Off,13.56,FL,5,11,6,3500,0,18500,1165
2595,Fully Paid,7.56,CA,8,17,10,16000,11706.01,55000,13128
2596,Fully Paid,11.8,NJ,4,5,2,7000,6928.28,50000,1356
2597,Charged Off,24.37,MD,2,8,1,10000,289.84,55000,5136
2598,Charged Off,15.02,NY,4,24,10,20000,476.01,185000,19980
2599,Fully Paid,10.33,FL,10,17,10,12000,6418.44,72000,39843
2600,Fully Paid,11.8,NC,3,9,2,18000,18088.5,65000,23405
2601,Fully Paid,22.35,MI,5,7,1,20000,20041.72,41000,3173
2602,Charged Off,14.47,GA,2,5,10,35000,0,70000,21750
2603,Fully Paid,16.14,NJ,11,24,10,8400,183.06,54480,876
2604,Fully Paid,7.56,NY,3,8,10,6000,5911.8,100000,48353
2605,Fully Paid,11.31,UT,3,8,7,17000,2323.42,75000,4133
2606,Charged Off,11.8,WA,8,12,2,12000,397.43,39000,2577
2607,Fully Paid,18.94,WI,3,10,1,20000,20220.97,55000,7843
2608,Fully Paid,18.94,NY,5,9,1,10000,10067.08,65000,5519
2609,Fully Paid,10.33,CA,2,6,1,16000,15388.11,45000,45522
2610,Fully Paid,11.31,TN,4,9,1,10000,76.09,135000,21380
2611,Fully Paid,16.91,TX,4,8,3,10000,10037.58,39000,14020
2612,Fully Paid,23.4,TN,8,12,10,17300,17178.36,45000,17543
2613,Fully Paid,6.46,NV,2,7,4,12500,12258.51,63148,34537
2614,Fully Paid,18.94,CA,4,10,10,8000,8216.93,55000,3584
2615,Fully Paid,8.81,CA,9,12,3,32000,31575.99,190000,8873
2616,Fully Paid,8.19,CA,6,11,6,10000,9827.06,86816.28,5226
2617,Charged Off,13.56,CT,3,5,10,9600,326.06,49000,32420
2618,Fully Paid,11.8,AR,5,9,3,3200,3239.66,37000,1938
2619,Fully Paid,16.91,CA,5,10,2,30000,30046.5,130000,7058
2620,Fully Paid,12.98,CA,5,12,10,9000,9023.3,108000,19254
2621,Fully Paid,25.34,CO,3,10,10,10000,10385.89,116000,31998
2622,Fully Paid,15.02,KS,11,22,10,21000,1980.58,72000,20687
2623,Charged Off,16.91,TX,9,11,7,10000,356.08,69000,20739
2624,Charged Off,19.92,FL,0,2,1,3000,111.37,35000,0
2625,Fully Paid,10.72,CA,1,5,2,15000,15014.74,69672,6372
2626,Fully Paid,19.92,OR,2,19,3,6000,2946.37,70127,15349
2627,Fully Paid,12.98,KY,3,9,7,5000,4861.93,40000,18311
2628,Fully Paid,13.56,NC,6,13,4,3000,12.15,97000,17619
2629,Fully Paid,11.31,MD,3,9,6,15000,14834.43,59000,22970
2630,Fully Paid,13.56,NV,8,11,10,1000,9.57,150000,4422
2631,Fully Paid,10.33,NY,7,11,10,35000,35440.09,115000,5604
2632,Fully Paid,14.47,MN,6,6,8,5000,5006.75,15000,773
2633,Fully Paid,16.14,MS,7,10,1,12000,6418.44,75000,2923
2634,Fully Paid,16.14,MI,4,14,6,22000,6446.03,76000,12031
2635,Fully Paid,11.8,NE,9,20,10,25000,25094.88,90000,11839
2636,Charged Off,8.81,CA,7,18,1,16000,507.39,165000,2674
2637,Charged Off,20.89,NJ,10,17,10,15000,564.28,110000,17301
2638,Fully Paid,10.72,MO,3,4,1,20000,19865.47,100000,524
2639,Fully Paid,22.35,NH,6,8,6,6000,6141.26,48000,4000
2640,Charged Off,23.4,CA,4,8,4,5925,230.6,28800,2156
2641,Fully Paid,11.8,MT,1,4,8,16000,15248.55,38000,29461
2642,Fully Paid,8.19,NJ,7,15,1,20000,20194.85,140000,26073
2643,Charged Off,27.27,CA,4,14,6,1000,40.98,15000,381
2644,Fully Paid,7.56,CA,1,4,5,12000,38331.94,110000,12651
2645,Fully Paid,14.47,NY,4,10,10,10000,9730.01,83965,9962
2646,Fully Paid,17.97,CO,9,18,6,24000,24040.25,96000,3275
2647,Fully Paid,14.47,IL,9,19,10,24000,26.94,130000,33415
2648,Fully Paid,8.19,NY,3,13,10,20000,20028.44,83000,13240
2649,Charged Off,10.33,MI,8,19,3,19500,0,164435,5655
2650,Fully Paid,11.31,TX,3,6,10,5000,25.13,92000,43656
2651,Fully Paid,14.47,MA,8,13,10,18000,18024.31,56000,1693
2652,Charged Off,16.91,FL,7,16,1,35000,0,165000,24275
2653,Fully Paid,24.37,IL,4,10,10,19500,253.81,87000,1627
2654,Fully Paid,13.56,MO,3,7,8,8000,8166.97,36000,2010
2655,Fully Paid,8.81,TX,10,15,4,7000,6725.49,60000,5712
2656,Fully Paid,7.02,FL,2,17,5,4000,1765.02,100000,4397
2657,Charged Off,16.14,NY,4,7,10,37875,923.87,65000,3628
2658,Fully Paid,6.46,CA,4,10,1,1500,1500.82,99000,3495
2659,Fully Paid,6.46,KS,2,8,10,20000,20177.63,92000,23042
2660,Fully Paid,17.97,NC,5,6,2,25000,25594.25,72000,7871
2661,Fully Paid,20.89,NY,2,3,10,2000,1106.05,40000,1597
2662,Fully Paid,11.31,TX,1,10,10,9350,8975.8,61195,19601
2663,Charged Off,16.14,FL,7,16,4,10000,352.27,44000,2074
2664,Charged Off,10.33,NY,4,9,1,25000,810.56,85000,1148
2665,Fully Paid,11.31,UT,3,6,3,16000,15862.1,31000,8873
2666,Fully Paid,8.81,SD,2,5,6,16000,15782.52,107000,43235
2667,Fully Paid,27.27,GA,9,12,4,15000,15633.19,85000,34032
2668,Fully Paid,16.91,FL,6,14,3,10000,10015.78,36600,10919
2669,Fully Paid,7.56,AZ,8,16,10,28500,28560.11,56000,10616
2670,Charged Off,16.91,OH,12,17,10,20000,520.89,75000,14251
2671,Fully Paid,17.97,NJ,3,5,5,5000,4980.53,75000,3001
2672,Fully Paid,6.46,WA,3,8,4,3750,3756.31,95000,3212
2673,Fully Paid,8.81,LA,3,5,4,2000,1920.65,100000,40635
2674,Fully Paid,13.56,NJ,13,14,10,6500,6508.23,44000,2131
2675,Fully Paid,14.47,TX,1,4,10,1200,1211.58,104000,8873
2676,Charged Off,12.98,VT,3,5,9,15000,0,50000,2345
2677,Fully Paid,17.97,CA,3,19,8,16000,16339.68,60000,16848
2678,Charged Off,7.56,MI,4,15,10,18000,0,175000,8873
2679,Charged Off,13.56,MA,5,14,10,7500,254.74,60000,21467
2680,Fully Paid,7.56,PA,4,10,10,11000,11021.37,70216,5173
2681,Charged Off,11.8,TX,4,10,8,35000,24312,125000,10308
2682,Charged Off,18.94,CA,11,16,10,15000,549.39,30000,2451
2683,Fully Paid,10.33,CA,5,17,1,8000,7711.07,53000,19879
2684,Charged Off,13.56,MA,6,10,5,12000,0,72000,36390
2685,Fully Paid,22.35,MD,5,9,6,20000,20041.72,150000,13017
2686,Fully Paid,17.97,MD,11,14,10,14500,14858.83,45700,7130
2687,Fully Paid,6.46,CO,8,17,1,10000,10093.45,45000,13447
2688,Fully Paid,18.94,FL,3,6,1,5925,5935.47,45000,31024
2689,Fully Paid,8.19,TX,9,17,5,15000,10054.88,125000,12100
2690,Fully Paid,6.46,MO,4,19,3,7000,1546.98,120000,14060
2691,Fully Paid,11.8,PA,4,24,10,30000,30133.04,120000,8714
2692,Fully Paid,13.56,TX,5,10,6,5000,5082.27,32505,4943
2693,Fully Paid,13.56,TX,5,12,10,7000,7151.25,84000,6854
2694,Fully Paid,12.98,FL,8,16,5,14000,14279.67,110000,4501
2695,Charged Off,8.19,MA,4,15,5,6000,188.55,83000,13386
2696,Fully Paid,12.98,MI,7,11,10,8000,7959.4,83945,28009
2697,Fully Paid,20.89,AZ,1,12,2,14400,14583.83,46359,6600
2698,Fully Paid,6.46,CA,4,14,10,32000,158.09,72000,38909
2699,Fully Paid,22.35,OR,9,12,6,10000,10257.11,42000,16801
2700,Charged Off,27.27,CA,6,7,10,25000,0,90000,7086
2701,Fully Paid,6.46,TX,3,12,1,12000,12036.61,45000,4255
2702,Fully Paid,16.14,LA,9,15,1,12000,73.36,72000,15186
2703,Fully Paid,7.02,CA,1,5,6,10600,10631.01,90849,11069
2704,Fully Paid,8.81,MD,5,9,6,5000,5004.11,51554,31868
2705,Fully Paid,7.56,GA,4,15,7,3025,3057.07,60000,3929
2706,Charged Off,19.92,CA,2,9,7,35000,925.73,60000,6315
2707,Fully Paid,10.33,NC,5,12,10,15850,16008.89,95893,8873
2708,Fully Paid,11.8,TX,4,10,1,9600,5186.1,95000,19154
2709,Fully Paid,14.47,VA,4,11,4,20000,19340.49,72000,6331
2710,Fully Paid,6.46,TX,0,9,1,10000,607.45,39000,3377
2711,Fully Paid,8.19,MD,4,11,1,5400,20.47,55000,17456
2712,Fully Paid,10.33,PA,1,4,5,2900,2902.75,51000,1131
2713,Fully Paid,16.91,AZ,4,8,6,20000,20031.57,75000,2295
2714,Fully Paid,11.31,FL,4,12,6,2000,2031.74,30000,799
2715,Charged Off,12.98,GA,7,12,1,15000,505.27,45000,1403
2716,Charged Off,10.33,CA,1,3,1,20000,648.45,155000,3830
2717,Fully Paid,11.31,IN,2,11,8,4000,4004.22,68000,14789
2718,Charged Off,15.02,TX,4,7,3,11600,402.24,47240,2347
2719,Charged Off,10.33,NY,2,8,3,3000,97.27,51000,8527
2720,Charged Off,16.14,CA,2,8,1,14400,351.26,96000,283
2721,Charged Off,17.97,CA,13,21,6,7200,260.19,46000,2075
2722,Fully Paid,10.33,VA,4,14,10,24000,24165.28,105000,5977
2723,Fully Paid,16.14,CA,9,19,3,35000,34719.59,180000,25901
2724,Fully Paid,19.92,NY,8,11,10,30000,30444.15,129000,40615
2725,Fully Paid,11.8,OR,4,11,4,6000,5815.64,28000,2109
2726,Fully Paid,10.33,IL,1,2,5,10000,10009.64,65000,10474
2727,Fully Paid,18.94,TN,8,11,10,5000,5025.98,32000,2233
2728,Fully Paid,19.92,UT,3,8,7,12000,149.59,60000,33927
2729,Fully Paid,12.98,OH,4,10,4,13000,12610.53,85000,21000
2730,Fully Paid,18.94,CO,2,10,4,4800,4912.85,30000,5602
2731,Fully Paid,7.02,AR,4,6,10,20000,20117.64,59000,25270
2732,Fully Paid,11.8,OH,3,7,1,5500,5474.58,44000,25494
2733,Charged Off,14.47,NY,5,7,9,9000,309.66,70000,9077
2734,Fully Paid,13.56,CA,4,6,6,5000,5.51,72000,14676
2735,Fully Paid,15.02,VT,3,18,10,25000,24991.19,99000,16090
2736,Fully Paid,10.72,FL,6,16,10,12000,12159.53,185000,22744
2737,Fully Paid,6.46,VA,4,5,8,14000,13381.27,85000,2665
2738,Charged Off,11.31,TX,11,23,10,13000,427.52,108000,10294
2739,Fully Paid,19.92,PA,6,10,3,20000,20037.18,50000,5078
2740,Fully Paid,13.56,NJ,3,11,1,10000,9966.47,60000,13424
2741,Charged Off,11.8,CA,3,3,6,10000,331.19,28286.04,5558
2742,Fully Paid,17.97,SC,5,11,1,10000,166.5,135000,16556
2743,Charged Off,18.94,FL,1,6,6,10000,366.26,23916,842
2744,Fully Paid,11.8,CA,6,15,1,13000,12868.66,56000,2205
2745,Fully Paid,8.19,TX,5,20,6,20000,19766.59,60000,3330
2746,Fully Paid,6.46,MA,4,7,10,15000,14748.54,58704,1526
2747,Charged Off,26.31,IL,8,12,4,10000,301.25,65000,4660
2748,Fully Paid,15.02,IL,3,6,10,6000,5.08,70000,1872
2749,Fully Paid,7.56,OH,2,12,5,8000,8008.9,75000,12499
2750,Charged Off,18.94,CA,2,5,1,14400,373.07,91000,60
2751,Fully Paid,8.81,TX,3,11,2,17450,15251.6,68200,10303
2752,Fully Paid,14.47,MO,6,17,3,6000,6012.93,155000,14150
2753,Fully Paid,13.56,NC,4,13,1,20000,20040.38,102000,26999
2754,Fully Paid,12.98,CA,7,19,3,16000,16030.92,51288,2906
2755,Charged Off,17.97,IL,0,4,6,3000,108.42,9492,792
2756,Fully Paid,11.8,CA,4,11,1,13000,12909.45,85000,35472
2757,Charged Off,12.98,NY,4,9,4,20000,673.69,100000,20707
2758,Fully Paid,8.19,MI,7,10,7,3000,3003.66,38500,1633
2759,Fully Paid,15.02,IL,13,10,10,25000,25208.61,49000,2012
2760,Fully Paid,10.33,MI,4,10,10,4000,3954.75,129000,17811
2761,Fully Paid,8.19,TN,4,10,10,27800,26760.21,100000,11989
2762,Charged Off,27.27,FL,1,3,2,20000,613.94,42000,1
2763,Fully Paid,8.81,OH,4,10,4,23000,22652.41,72000,10495
2764,Fully Paid,12.98,IL,6,10,10,24000,24046.38,95000,4200
2765,Fully Paid,13.56,OK,3,3,1,30000,28283.54,70000,11547
2766,Fully Paid,8.19,CT,2,4,10,7000,7043,83667,8873
2767,Fully Paid,8.19,CA,8,13,1,8075,7949.33,125000,39164
2768,Fully Paid,8.81,FL,2,10,8,7000,6920.28,80700,8567
2769,Fully Paid,10.72,AL,1,8,5,4400,4439.31,75000,32563
2770,Fully Paid,18.94,OH,3,16,3,7250,7420.45,28000,1496
2771,Fully Paid,12.98,MO,3,7,10,5000,4957.42,88000,26458
2772,Fully Paid,13.56,CA,2,4,1,25000,25050.47,55000,201
2773,Fully Paid,16.91,WA,3,6,10,10000,9940.7,72000,6016
2774,Fully Paid,13.56,GA,2,12,1,4000,963.76,65000,5082
2775,Charged Off,8.19,FL,8,16,6,6400,410.77,37818,9434
2776,Fully Paid,12.98,IL,9,13,10,13000,12242.42,101000,11783
2777,Fully Paid,11.31,FL,2,7,2,4400,4255.2,35000,3383
2778,Fully Paid,20.89,ME,4,11,3,1200,1222.94,38500,9975
2779,Fully Paid,6.46,CO,2,8,6,12000,38212.34,0,33155
2780,Fully Paid,12.98,FL,1,14,1,13000,12920.35,86000,2756
2781,Fully Paid,17.97,MA,4,9,7,13600,13681.46,65424,2330
2782,Fully Paid,8.81,OK,4,13,1,7200,7209.34,40000,2591
2783,Fully Paid,13.56,TX,4,7,10,12000,6418.44,158000,108
2784,Fully Paid,7.56,IL,5,12,10,2650,1227.13,90000,11104
2785,Fully Paid,11.31,MN,6,9,6,4000,415.29,30000,270
2786,Fully Paid,17.97,FL,0,5,7,12000,12032.11,48000,5907
2787,Fully Paid,12.98,TX,9,18,1,35950,35878.84,115000,12348
2788,Charged Off,11.8,VA,3,12,1,12000,0,120000,12732
2789,Charged Off,16.14,AZ,7,12,1,15000,528.4,186400,40255
2790,Charged Off,13.56,TX,7,18,5,20000,679.29,88000,9210
2791,Fully Paid,23.4,TX,7,17,1,8400,8681.59,50000,20843
2792,Charged Off,23.4,MD,6,23,9,35850,1395.23,150000,5335
2793,Fully Paid,25.34,FL,4,7,10,12000,6418.44,54000,18599
2794,Charged Off,8.81,CA,3,15,3,16000,507.39,98000,2333
2795,Fully Paid,16.91,PA,10,18,2,30000,30422.75,72000,5062
2796,Fully Paid,16.14,VA,3,15,1,8000,7941.41,65000,3266
2797,Fully Paid,13.56,VT,3,9,9,9000,72.61,57000,24812
2798,Fully Paid,23.4,TX,5,16,3,5600,5741.96,72000,3361
2799,Fully Paid,16.14,OH,4,24,6,16000,16193.68,60000,8589
2800,Charged Off,19.92,TN,3,13,3,16500,612.53,55000,2462
2801,Fully Paid,17.97,CA,2,9,3,24000,24371.13,128000,4108
2802,Fully Paid,10.72,CA,2,13,10,12000,6418.44,112235,6971
2803,Fully Paid,17.97,MI,8,15,6,30000,30568.71,67200,4780
2804,Charged Off,12.98,VA,6,10,1,12000,424.43,50177,3379
2805,Charged Off,25.34,MA,2,5,6,20000,591.02,30000,8267
2806,Charged Off,16.91,MO,4,8,10,12000,297.66,35000,14254
2807,Fully Paid,17.97,UT,6,13,10,2600,2656.01,102000,9954
2808,Fully Paid,14.47,VA,9,10,10,6000,5817.28,35000,2187
2809,Fully Paid,10.72,TX,6,23,6,3000,3027.69,23300,126
2810,Fully Paid,16.91,NY,6,14,2,24000,24060.43,75000,9138
2811,Fully Paid,14.47,CA,5,14,10,10000,9971.17,85000,8186
2812,Fully Paid,19.92,FL,5,26,4,8000,8023.73,100000,10582
2813,Fully Paid,16.14,WI,1,5,5,12000,11708.55,61000,7770
2814,Fully Paid,12.98,KY,1,13,6,2250,2170.51,65000,34412
2815,Fully Paid,18.94,SC,6,23,10,13000,13136.79,72500,14652
2816,Fully Paid,17.97,WA,8,9,1,2500,2511.21,75000,2018
2817,Charged Off,17.97,NY,3,7,3,25000,634.43,46000,2733
2818,Fully Paid,11.31,CA,0,8,10,4000,4065.93,70000,3723
2819,Fully Paid,10.72,NY,2,4,10,5400,1045.38,34484,36509
2820,Charged Off,18.94,CA,9,18,10,20000,544.07,65000,39487
2821,Fully Paid,20.89,MI,6,8,8,8600,25.44,115000,8873
2822,Charged Off,10.33,NV,5,10,10,7500,0,70000,20260
2823,Fully Paid,12.98,TX,4,6,6,5000,4872.34,35000,1768
2824,Charged Off,27.27,OR,3,7,6,10000,409.71,116000,38255
2825,Charged Off,16.91,VA,7,10,1,35000,1246.28,120000,8873
2826,Fully Paid,7.56,WA,2,8,8,20000,19713.99,60000,31053
2827,Fully Paid,7.56,UT,2,9,1,2400,2422.65,27000,17729
2828,Fully Paid,12.98,MI,2,15,4,5000,5032.45,48700,4950
2829,Fully Paid,10.72,AZ,3,5,10,4900,4737.09,80000,46495
2830,Charged Off,12.98,NJ,9,19,10,15500,522.11,55000,4919
2831,Fully Paid,16.14,MN,2,11,2,10000,9786.42,75000,7411
2832,Charged Off,12.98,CA,2,3,4,6225,209.69,110000,1487
2833,Charged Off,11.8,NY,4,5,3,12000,0,67431,986
2834,Fully Paid,13.56,CA,4,8,10,18000,18229.91,65000,7268
2835,Fully Paid,10.33,CA,13,10,1,15925,15374.35,34670,8130
2836,Fully Paid,17.97,OH,8,13,2,18500,18547.84,73000,1184
2837,Fully Paid,18.94,CA,10,18,10,1600,1606.73,95000,20862
2838,Fully Paid,16.14,WA,6,18,1,4000,4073.1,61000,14264
2839,Charged Off,11.31,CA,8,11,1,35000,0,100000,4097
2840,Fully Paid,27.27,FL,8,17,3,30000,30674.72,55000,1330
2841,Charged Off,18.94,CA,4,13,7,25000,915.65,100000,8873
2842,Fully Paid,11.8,FL,4,24,1,10000,9631.82,60000,4311
2843,Fully Paid,11.31,AZ,5,22,6,16000,15858.1,86000,1820
2844,Fully Paid,15.02,NY,4,7,3,2400,2405.43,38000,1077
2845,Charged Off,22.35,CA,4,25,10,20000,556.37,104000,12653
2846,Charged Off,15.02,TX,7,16,3,34000,809.22,72000,8873
2847,Fully Paid,15.02,FL,4,8,10,15000,15169.48,96000,44557
2848,Charged Off,16.14,NM,1,4,10,5000,176.14,42000,1784
2849,Fully Paid,12.98,FL,3,5,3,10000,10050.84,28000,2232
2850,Fully Paid,19.92,RI,7,11,7,30000,29710.58,125000,20950
2851,Fully Paid,11.8,PA,1,4,9,3000,3021.63,26000,990
2852,Fully Paid,13.56,AL,1,5,6,10000,10056.5,36000,3904
2853,Charged Off,15.02,MI,3,7,10,10000,238.01,65000,15213
2854,Charged Off,18.94,MI,8,12,10,15000,388.62,42500,13467
2855,Fully Paid,8.19,TX,1,5,6,12000,11556.22,135000,8873
2856,Fully Paid,11.8,LA,9,14,10,12000,6418.44,130000,6641
2857,Charged Off,10.33,AZ,5,12,6,27500,891.62,85000,9215
2858,Fully Paid,10.33,KY,2,8,6,1000,1013.09,17442,475
2859,Fully Paid,12.98,MN,2,8,2,3600,3642.74,110000,8873
2860,Fully Paid,8.81,KS,1,21,3,5700,5707.06,33000,3191
2861,Fully Paid,16.14,FL,13,10,6,20000,20464.99,60000,3524
2862,Fully Paid,12.98,CA,2,4,1,12000,12227.04,54000,1421
2863,Charged Off,10.72,TX,3,7,4,36000,0,68845,2461
2864,Charged Off,16.14,CA,9,17,1,9000,317.04,60000,1420
2865,Charged Off,25.34,TX,7,12,10,25000,738.78,46000,7882
2866,Fully Paid,22.35,TX,13,20,6,20000,20187.51,65000,8408
2867,Charged Off,19.92,NY,5,6,6,5000,371.24,85000,3854
2868,Fully Paid,20.89,VA,5,12,10,18000,44.51,80000,22864
2869,Fully Paid,16.14,CO,2,4,1,3000,448.73,23880,2714
2870,Charged Off,18.94,CT,3,6,6,1000,36.63,25000,1308
2871,Fully Paid,15.02,NY,6,22,10,20000,95.67,92000,16370
2872,Charged Off,27.27,TX,0,3,1,1000,81.96,32000,6480
2873,Charged Off,26.31,FL,7,8,6,10000,409.98,24888,3253
2874,Charged Off,12.98,NY,8,13,1,7000,235.8,45000,1326
2875,Fully Paid,7.02,MD,2,11,6,10000,9840.1,80000,4612
2876,Fully Paid,6.46,NH,11,15,10,15000,15013.82,153000,7994
2877,Fully Paid,13.56,TX,3,9,2,10000,10020.19,50000,7443
2878,Fully Paid,23.4,VA,3,4,1,2200,2173.84,34320,628
2879,Charged Off,11.8,AR,4,27,10,20000,662.38,72000,3887
2880,Fully Paid,27.27,DC,1,3,10,1250,1248.19,126962,8873
2881,Fully Paid,22.35,TN,5,9,10,20000,20308.19,144000,1764
2882,Fully Paid,23.4,WI,2,6,6,1125,1154.11,19000,1099
2883,Fully Paid,12.98,NY,3,6,8,12000,7513.75,67000,1420
2884,Fully Paid,11.31,CA,6,17,10,4000,3974.1,103000,25686
2885,Fully Paid,7.02,FL,1,6,10,9800,9626.87,52000,16175
2886,Fully Paid,16.14,ME,3,5,5,18000,236.83,60000,4640
2887,Fully Paid,8.81,MD,4,16,1,14000,14162.95,80000,5388
2888,Charged Off,11.31,CO,1,5,1,12000,794.63,120000,8873
2889,Charged Off,13.56,NC,2,6,10,16000,368.66,70000,8873
2890,Fully Paid,23.4,CA,6,13,7,29350,28766.84,85000,5260
2891,Fully Paid,15.02,PA,4,26,10,20000,20044.73,110000,8242
2892,Fully Paid,15.02,FL,12,17,6,12000,6418.44,0,2514
2893,Fully Paid,13.56,AR,4,21,6,12000,12207.07,72000,15035
2894,Charged Off,8.19,CA,5,15,1,12000,377.09,72000,7475
2895,Charged Off,8.81,SC,3,8,10,5000,158.56,60000,6164
2896,Charged Off,19.92,TX,6,13,1,14000,1065.43,58000,3328
2897,Fully Paid,16.14,OH,4,9,3,5275,5287.68,30000,18970
2898,Charged Off,20.89,PA,4,8,2,17500,658.33,95000,15451
2899,Fully Paid,17.97,NV,3,12,10,25000,25594.25,64740,25536
2900,Fully Paid,8.81,NY,2,11,1,10500,10528.27,72000,18835
2901,Fully Paid,13.56,CA,5,9,1,30000,30305.1,72000,8873
2902,Fully Paid,16.91,LA,7,12,1,12000,6418.44,40000,48621
2903,Charged Off,12.98,FL,3,10,7,12000,404.22,38000,5442
2904,Charged Off,15.02,NJ,4,7,10,12000,416.11,58500,9433
2905,Fully Paid,12.98,AZ,7,10,3,14000,13871.15,75741,22170
2906,Fully Paid,26.31,WA,3,10,10,22800,23256.32,72000,37568
2907,Charged Off,18.94,NY,4,15,1,16000,1201.34,72000,10828
